cgpa,projects,communication_skills,internship,programming_skills,technical_skills,certifications,aptitude,interview_score,placement_status
6.78,0,5.2,0,5.6,4.9,0,59.2,59.4,0
7.52,1,7.4,0,5.6,5.3,3,72.9,65.6,1
6.26,6,8.1,1,6.9,6.3,1,72.0,73.9,1
7.73,4,7.2,1,6.7,5.8,0,61.7,69.8,1
6.41,2,7.2,0,6.5,6.6,0,63.5,55.8,1
8.26,3,4.6,1,7.8,7.3,1,87.6,64.0,1
6.66,1,4.1,0,5.7,5.0,1,67.4,62.3,0
7.13,5,8.9,0,6.2,4.6,3,59.0,76.7,1
6.26,1,5.9,0,6.0,5.1,0,60.7,61.8,0
6.65,4,5.9,0,5.8,6.8,2,70.9,58.6,1
6.15,4,5.6,0,6.2,6.6,2,49.4,50.6,0
7.39,4,6.7,0,7.7,6.4,1,72.7,54.1,1
6.52,0,5.0,0,3.1,3.7,1,57.9,42.5,0
6.89,2,5.2,0,5.5,5.7,3,70.6,57.4,1
6.78,4,6.3,1,8.3,8.7,1,60.3,74.6,1
7.07,3,5.2,0,7.5,8.4,3,78.5,56.3,1
6.02,2,5.8,0,5.6,6.2,2,49.1,52.2,0
7.34,4,7.4,0,7.8,5.7,3,73.8,79.8,1
6.57,2,3.5,1,6.6,5.4,0,49.8,45.6,1
8.82,3,8.3,1,7.7,6.5,1,85.7,68.6,1
7.82,3,7.2,0,7.0,5.8,1,86.1,57.5,1
7.07,3,7.5,0,6.2,6.2,3,60.3,76.7,1
7.99,5,7.3,1,7.8,6.9,4,79.2,74.2,1
6.39,2,6.6,0,5.8,5.4,2,60.3,58.3,0
7.55,4,7.5,0,8.9,9.8,2,71.3,73.7,1
6.58,3,5.6,0,7.4,7.2,0,58.7,67.4,1
8.16,5,6.6,1,8.9,8.0,3,89.0,69.3,1
5.58,2,4.8,0,4.7,3.5,1,50.8,51.1,0
7.16,6,6.3,1,7.3,8.2,4,85.5,64.4,1
7.37,4,9.4,1,7.4,6.8,2,74.1,86.8,1
6.56,4,6.5,0,6.0,5.9,2,60.3,65.7,1
6.3,0,8.2,0,3.6,3.4,1,57.5,68.0,0
7.33,4,7.0,1,7.7,6.4,3,62.6,78.8,1
6.83,2,6.0,0,4.1,3.7,2,66.8,53.1,0
7.98,2,7.7,0,4.6,5.7,1,86.1,65.5,1
7.69,3,8.2,0,7.7,6.8,2,75.0,78.6,1
6.25,0,6.5,0,6.0,4.8,2,57.6,57.4,0
6.91,1,8.1,0,4.7,5.8,1,50.2,62.8,0
7.43,5,7.9,0,8.0,6.5,1,70.1,63.4,1
8.05,4,8.0,0,8.2,8.2,4,87.3,81.7,1
7.09,3,7.1,1,7.5,5.8,0,70.5,68.4,1
7.2,2,5.8,0,6.0,4.9,2,64.9,49.6,1
5.02,1,5.1,0,4.9,4.6,1,50.9,48.9,0
8.4,4,5.4,1,5.9,6.9,2,84.0,59.9,1
8.47,5,8.0,1,6.8,7.1,3,83.1,77.3,1
8.02,3,7.1,1,7.1,6.4,3,78.5,64.6,1
7.42,2,6.1,1,6.1,5.5,1,63.1,59.0,1
8.06,2,6.2,1,6.5,5.7,2,80.3,59.0,1
5.61,2,7.3,0,5.2,4.6,2,47.8,51.8,0
6.85,3,6.7,1,6.6,6.1,1,75.8,58.9,1
6.61,1,7.9,0,4.5,3.4,1,64.0,58.5,0
4.5,1,7.5,0,4.9,4.3,1,35.0,57.1,0
6.97,2,6.9,0,6.3,5.1,1,66.8,60.1,1
8.06,5,8.5,1,8.6,7.7,1,83.4,72.3,1
6.85,1,6.4,0,5.4,5.0,2,54.0,46.2,0
6.18,0,6.2,0,4.0,4.3,0,47.8,49.9,1
7.18,2,6.5,0,4.4,4.2,3,78.1,56.4,1
7.8,6,6.3,1,6.6,7.9,3,79.8,71.4,1
8.09,5,7.1,0,6.5,5.6,3,77.2,58.9,1
5.34,1,6.3,0,6.0,6.1,1,47.7,50.4,0
8.31,4,7.5,1,7.8,7.2,2,88.4,82.9,1
6.42,0,6.1,0,4.2,3.8,0,63.0,54.3,0
6.67,2,6.7,1,6.0,6.1,2,66.9,71.5,1
7.84,4,7.5,0,7.6,6.9,3,74.9,71.0,1
6.07,0,6.5,1,3.2,2.5,0,43.8,44.1,0
8.29,4,6.2,0,7.8,8.4,1,93.3,73.1,1
6.92,3,5.2,0,6.6,5.9,3,76.3,57.5,1
7.89,4,6.6,0,7.8,9.1,2,82.2,61.2,1
7.89,6,7.1,1,9.1,8.6,3,84.4,83.1,1
6.44,1,5.7,0,4.7,4.4,0,52.3,49.9,0
7.79,4,9.0,0,8.2,8.5,3,83.9,77.0,1
6.51,2,5.8,0,5.5,6.6,1,57.2,42.3,0
6.54,1,6.1,0,6.7,5.6,2,59.0,52.0,0
7.78,3,7.5,0,6.4,5.8,2,72.2,73.8,1
5.97,0,6.4,0,3.9,4.7,1,50.5,41.6,0
8.1,7,6.2,0,9.8,9.1,3,75.6,63.8,1
7.33,1,7.1,1,6.0,6.0,1,71.9,57.6,1
7.74,2,6.4,0,5.9,7.0,3,74.3,67.4,1
6.9,3,5.8,0,5.4,4.8,3,50.1,41.2,0
8.91,4,8.6,1,5.8,5.9,2,90.2,66.3,1
5.33,2,4.7,0,5.4,4.9,1,41.6,57.6,0
5.25,0,4.1,0,4.6,4.3,0,46.4,36.4,0
7.37,2,6.3,0,7.5,7.2,1,62.0,66.6,1
6.85,2,7.9,0,5.8,5.3,1,59.7,66.5,1
5.99,6,6.9,1,7.7,7.5,3,64.0,72.0,1
8.19,7,7.9,1,9.2,8.6,3,100.0,79.8,1
8.18,5,9.7,1,8.1,6.5,4,88.0,86.2,1
6.26,3,5.1,0,7.1,7.0,2,53.8,57.9,0
8.71,5,5.4,0,7.1,7.2,3,82.3,63.7,1
7.16,4,6.7,1,7.6,7.7,3,79.8,72.6,1
7.36,0,5.8,0,5.3,5.1,0,71.2,59.1,0
7.95,3,6.1,1,6.2,6.0,1,73.5,66.7,1
7.72,3,7.8,1,6.9,7.3,1,82.7,85.6,1
7.72,2,7.1,1,6.9,5.8,1,71.1,62.0,1
8.13,5,7.9,1,8.0,6.4,5,79.8,80.8,1
7.83,6,8.7,1,7.6,7.6,3,87.2,72.8,0
6.51,1,6.6,0,4.9,5.2,0,52.8,56.0,0
6.57,1,7.0,0,4.0,4.0,2,59.7,53.7,0
6.77,2,6.4,0,6.0,5.6,2,65.0,58.9,1
8.87,5,9.0,1,9.7,9.9,2,100.0,96.0,1
6.28,1,4.1,0,4.6,4.2,1,57.2,43.9,0
7.36,2,7.6,1,6.5,6.1,1,65.7,62.0,1
7.22,0,5.6,0,4.9,4.2,1,56.4,50.8,0
7.8,3,7.6,0,6.9,7.3,2,95.5,68.0,1
7.5,4,8.1,1,8.3,7.3,3,73.1,67.7,1
6.54,5,5.7,1,7.9,7.7,3,72.1,67.0,1
6.77,4,6.1,0,7.6,7.1,2,74.8,70.4,0
8.23,4,9.5,1,7.1,6.6,3,82.0,83.8,1
7.35,2,6.4,1,5.8,6.0,2,63.8,65.3,1
6.62,5,5.4,1,7.6,8.8,3,75.3,69.6,1
7.0,3,7.0,0,7.1,7.4,1,84.3,76.2,1
5.98,2,7.7,0,5.7,5.6,2,67.5,48.8,0
5.87,1,5.4,0,4.3,3.9,0,46.4,53.1,0
8.42,3,6.9,1,5.5,5.9,2,76.7,67.6,1
5.7,0,5.8,0,4.9,4.9,2,61.1,46.5,0
8.12,4,6.7,0,7.9,8.2,2,84.1,72.3,1
6.06,3,8.2,0,5.8,5.6,2,60.1,74.2,1
7.41,4,6.9,1,8.0,7.3,2,71.8,68.1,1
7.73,4,5.6,1,8.8,7.9,3,84.3,62.3,0
6.11,2,7.2,0,7.4,5.1,1,51.5,65.8,0
5.64,0,4.1,0,5.0,4.9,1,57.0,55.3,0
6.03,2,7.7,0,5.2,4.4,0,47.0,60.6,0
6.52,4,5.3,0,6.7,6.1,2,63.9,61.2,1
4.76,2,5.9,1,4.9,4.3,2,36.0,45.2,0
7.51,4,9.0,1,6.4,5.2,3,72.6,86.9,1
5.11,1,5.9,0,4.1,5.0,1,45.6,57.0,0
6.45,1,8.5,0,4.0,6.2,0,67.4,51.9,0
7.52,3,7.1,1,5.3,4.6,3,70.4,69.9,1
6.84,6,7.3,1,7.2,8.1,4,81.7,74.0,1
6.97,2,7.6,0,6.1,5.4,2,76.3,63.4,1
6.23,0,4.3,0,3.3,3.3,2,46.7,42.8,0
8.58,6,6.4,0,10.0,10.0,3,100.0,73.5,1
7.0,5,5.6,1,6.3,5.5,3,73.9,63.0,1
7.16,3,7.5,1,6.4,6.4,3,72.5,66.6,1
6.88,4,5.6,1,6.2,5.9,4,64.1,69.1,1
8.45,4,6.3,1,6.9,7.5,3,83.2,74.8,1
8.42,4,7.4,0,5.9,7.0,3,85.4,60.2,1
6.31,2,8.2,0,4.4,4.7,2,67.3,70.0,0
6.86,3,3.6,0,6.2,7.7,2,70.5,45.6,1
6.29,1,6.3,0,4.8,5.0,1,57.3,55.2,0
6.21,1,4.8,1,7.3,6.0,1,67.0,49.9,0
6.0,3,6.9,0,6.2,6.5,3,63.5,75.1,1
5.73,1,5.9,0,4.7,5.5,1,57.1,57.2,0
9.13,5,6.0,1,8.3,7.5,4,88.6,74.5,1
6.85,2,5.9,0,5.4,4.4,0,60.6,50.7,0
6.46,0,5.8,1,4.4,5.7,0,61.7,58.3,0
6.31,2,3.6,0,5.8,5.3,1,51.7,37.9,0
5.98,1,7.8,0,4.9,6.8,1,49.8,61.6,0
8.25,4,7.6,0,7.2,6.7,2,75.5,58.0,0
6.88,3,5.0,0,7.7,7.7,2,68.0,51.2,1
7.64,5,5.2,0,5.1,6.1,2,88.1,51.6,1
7.25,4,8.9,1,5.1,4.9,2,61.6,64.2,1
7.56,4,6.5,1,6.2,6.6,2,64.5,71.2,1
6.68,2,5.6,0,5.0,6.1,1,62.3,66.2,0
7.39,4,6.6,1,6.4,5.9,2,82.4,60.2,1
7.17,4,6.4,0,8.2,7.5,2,73.2,52.9,0
7.92,4,4.2,0,6.7,5.8,1,70.9,55.6,1
8.26,3,7.2,1,6.4,7.8,2,86.1,69.2,1
7.41,1,8.0,0,6.1,5.7,1,75.8,67.1,1
7.3,4,7.1,1,7.0,7.3,4,69.0,72.8,1
6.98,4,6.1,1,9.5,8.3,3,72.9,83.1,1
6.87,5,7.9,1,8.9,8.7,2,59.5,78.6,1
8.06,1,7.8,0,6.6,5.2,0,71.8,58.0,1
7.11,5,7.9,1,6.9,7.0,3,67.5,64.1,1
7.76,0,5.5,1,6.1,5.8,2,72.7,61.2,1
7.35,3,6.3,0,9.0,7.9,3,81.0,57.6,0
8.38,4,6.2,1,7.8,7.2,3,91.6,76.5,1
4.82,2,8.2,0,5.3,5.3,2,48.2,57.1,0
7.71,3,8.8,0,8.5,7.0,2,78.2,78.5,1
6.49,4,7.8,0,5.8,5.8,2,65.9,52.7,1
8.05,5,6.5,1,8.5,8.8,0,85.1,64.9,1
4.85,4,4.3,0,5.7,4.8,3,50.5,64.7,0
7.64,2,7.1,1,6.6,6.1,1,70.0,68.4,1
6.37,2,6.3,0,7.8,7.1,1,60.1,65.1,1
8.0,3,5.4,0,6.8,5.3,3,73.7,52.7,1
7.48,5,6.1,1,6.6,7.4,2,84.1,61.7,1
7.08,6,7.9,1,8.9,7.8,2,81.8,63.4,1
7.03,2,7.5,0,6.1,6.5,2,67.9,63.9,1
7.71,3,6.8,1,6.5,6.3,1,76.7,70.2,1
7.08,3,6.8,1,4.1,5.5,1,62.0,57.9,1
7.41,1,3.6,0,4.1,5.3,2,71.0,38.0,0
5.91,1,7.3,0,4.0,4.6,1,57.5,48.7,0
8.41,4,5.8,0,7.5,6.6,1,83.4,59.9,1
6.37,3,5.8,0,5.9,4.5,0,59.2,52.0,0
7.36,4,7.4,1,7.6,7.8,3,78.5,74.2,1
6.76,1,6.5,0,5.4,4.3,1,62.5,59.3,0
6.19,3,7.3,0,4.8,5.0,2,61.3,53.6,0
6.99,2,5.8,0,4.7,4.0,2,63.4,45.3,0
5.63,1,5.9,0,3.9,4.8,0,56.0,52.9,0
7.95,5,8.2,0,9.1,8.3,4,90.0,83.8,1
7.54,2,7.0,0,5.8,6.4,2,75.6,67.8,1
6.36,2,4.1,0,6.6,5.2,0,59.7,54.2,0
7.1,5,6.9,1,7.6,6.5,3,79.3,80.4,1
8.66,6,6.7,1,6.3,6.0,5,90.0,68.7,1
7.06,3,6.4,0,6.9,5.6,1,67.8,73.5,1
6.32,2,7.0,1,6.8,5.9,3,65.8,52.4,1
8.09,4,7.3,1,5.8,6.0,3,85.1,66.7,1
6.69,2,7.4,0,7.0,6.2,1,66.5,72.3,1
6.63,2,7.3,0,5.5,5.1,1,54.0,59.6,0
5.83,3,7.0,0,7.3,7.7,2,56.8,71.8,0
6.18,2,7.6,0,6.5,6.4,1,61.6,71.0,1
6.68,2,7.8,0,4.3,4.4,1,64.5,54.7,0
7.36,2,5.6,0,4.6,4.0,1,57.7,49.0,0
7.02,3,7.8,0,6.2,7.6,3,63.1,62.8,1
6.74,1,6.3,0,3.4,3.8,3,61.0,50.3,0
9.8,8,7.8,1,10.0,10.0,4,100.0,93.3,1
7.07,1,6.2,0,4.6,4.3,0,65.7,51.2,0
6.04,0,5.8,0,2.8,2.5,0,60.3,45.4,0
7.0,1,6.8,0,3.6,3.7,1,72.1,57.7,0
7.59,3,3.4,0,5.0,5.4,2,75.2,52.1,0
6.14,4,6.5,0,7.0,6.7,4,67.8,56.6,1
7.01,1,6.6,0,5.6,5.8,2,70.7,56.7,0
7.5,4,5.5,1,7.4,6.5,3,73.3,69.2,1
7.58,5,7.4,1,7.3,7.0,3,77.4,61.4,1
6.52,5,7.5,0,6.9,7.1,2,59.0,70.8,1
6.53,2,7.0,0,7.0,7.0,1,70.0,65.3,1
8.0,4,6.5,1,8.8,6.2,3,79.8,64.9,1
7.07,3,5.9,0,5.8,6.0,0,76.1,57.9,1
6.7,2,6.3,0,3.7,2.9,2,57.0,50.2,0
7.1,2,6.0,0,5.4,5.2,2,75.4,67.9,1
6.25,2,5.8,0,5.1,6.4,3,70.5,47.8,0
5.81,0,5.0,0,4.9,5.3,0,46.4,48.5,0
6.96,3,7.6,1,7.3,6.9,1,64.2,74.6,1
6.54,4,7.4,0,6.0,5.2,1,65.0,62.8,1
7.07,2,7.7,0,6.4,5.8,0,69.0,79.9,1
5.55,2,6.6,0,3.7,4.5,2,35.8,66.6,0
7.74,7,7.3,1,8.9,8.6,2,81.1,79.8,1
6.98,1,5.3,0,6.0,5.5,1,80.3,56.2,1
8.48,7,6.4,1,10.0,10.0,3,100.0,70.3,1
6.76,3,5.6,0,5.7,5.6,3,60.0,52.2,0
6.66,5,5.9,0,6.8,7.4,2,74.2,54.9,1
6.76,5,5.9,0,8.1,9.1,3,86.2,70.5,1
6.64,0,5.9,0,5.8,6.5,1,67.8,64.2,1
8.83,2,8.2,0,6.2,6.2,1,87.5,63.6,1
8.39,5,8.2,1,7.6,7.5,2,77.8,89.0,1
7.13,3,4.9,0,6.1,5.7,0,70.7,50.6,1
7.03,4,6.7,1,6.3,5.0,1,64.9,62.1,1
6.17,2,5.0,1,5.2,5.8,2,54.6,56.9,0
6.4,5,5.8,0,6.5,7.0,2,63.7,54.5,1
6.86,1,6.4,0,4.4,4.6,1,58.6,51.6,0
4.86,2,7.4,0,6.3,6.1,4,47.7,74.7,0
6.6,2,6.5,0,4.3,5.1,3,70.7,61.2,0
8.19,4,6.7,0,7.3,6.7,2,87.4,71.1,1
6.81,2,7.8,0,7.0,7.2,0,59.4,67.6,1
7.45,4,6.3,0,8.9,6.4,1,69.2,69.3,1
6.59,2,6.0,1,5.5,5.6,0,59.5,74.2,0
7.87,2,7.9,1,6.6,5.6,2,83.8,63.0,1
5.24,0,4.3,0,2.5,3.0,0,44.4,41.0,0
7.72,3,7.8,0,6.0,5.3,3,76.9,80.0,1
8.01,4,6.7,1,5.2,6.5,4,81.8,56.8,0
5.96,1,5.8,0,4.9,4.1,2,66.6,50.6,0
7.01,2,6.5,0,4.7,4.6,0,63.9,58.1,0
6.53,2,6.9,1,4.9,5.3,2,54.7,53.4,0
8.39,4,7.5,0,6.3,6.0,2,84.0,74.4,1
8.88,6,7.4,1,7.5,6.3,4,94.2,68.8,1
7.18,4,6.5,1,6.5,6.3,4,71.3,67.0,1
8.24,4,7.6,1,6.4,7.3,3,91.5,85.2,1
7.84,0,6.3,0,5.8,6.9,1,73.0,60.1,1
8.69,6,7.5,1,9.2,7.2,4,94.6,66.8,1
8.2,2,7.8,1,5.6,5.4,0,79.1,70.0,1
7.1,3,6.5,1,7.9,7.4,4,77.2,75.4,1
5.87,1,5.5,0,4.3,4.9,1,43.4,50.5,0
7.53,5,7.5,1,6.0,6.1,1,79.1,73.2,1
8.31,4,6.6,1,8.8,6.8,2,78.6,80.2,1
8.29,4,5.5,0,6.7,6.8,2,78.6,63.8,1
7.79,4,6.2,1,7.4,7.9,4,86.7,59.2,1
6.2,3,6.4,0,4.4,3.8,3,56.7,59.8,0
6.48,4,5.5,1,7.7,6.6,1,70.7,66.6,0
6.79,2,6.6,0,6.0,6.2,2,63.6,65.1,1
7.94,3,9.5,0,6.0,5.6,1,80.9,69.5,1
5.56,2,5.3,0,6.4,5.2,1,64.7,43.7,0
7.38,5,6.2,1,8.1,7.8,4,83.2,66.8,1
7.52,4,7.9,1,6.6,6.5,2,70.7,77.3,1
6.71,3,7.6,0,5.5,4.9,2,66.6,60.6,1
6.05,2,6.6,0,5.7,5.0,1,50.9,62.0,0
8.12,4,5.8,1,9.4,8.4,3,83.6,80.8,1
5.52,1,7.3,0,4.1,3.9,1,48.8,59.6,0
6.56,1,7.4,0,4.1,3.9,1,40.2,43.2,0
7.65,3,8.8,0,6.4,6.8,1,86.4,79.4,1
7.89,6,6.1,1,10.0,8.7,4,91.9,78.5,1
8.07,3,7.1,1,7.9,7.4,2,69.5,72.9,1
6.88,5,7.4,0,7.9,6.3,4,68.9,69.6,1
6.93,3,5.1,0,6.7,6.0,3,68.5,54.6,1
7.8,1,6.0,0,5.8,5.0,1,78.0,59.5,1
7.09,4,7.3,1,6.9,5.6,2,77.4,68.6,1
9.13,7,7.1,1,8.5,8.0,4,94.7,70.0,0
5.96,2,5.3,0,5.0,4.5,2,53.2,49.9,0
5.82,0,4.4,0,3.1,2.5,0,47.3,35.0,0
7.22,3,7.2,0,6.7,6.3,5,72.2,86.3,1
6.5,4,4.5,1,7.3,6.9,2,54.3,59.6,1
7.96,4,4.9,0,7.0,7.5,1,75.6,60.1,1
7.49,2,7.7,0,7.0,8.1,2,82.2,78.9,1
8.17,4,6.3,1,7.6,6.9,2,71.3,61.3,1
8.66,6,4.3,1,7.2,6.5,4,78.8,48.7,1
6.2,3,4.7,0,4.5,4.6,2,53.6,44.7,0
6.79,2,6.6,0,5.5,6.5,4,62.9,67.6,1
7.74,3,7.9,1,9.0,7.4,1,82.5,78.0,1
6.21,3,3.9,0,6.2,4.9,3,59.2,53.7,0
8.62,2,5.2,1,5.3,6.6,2,86.5,63.0,1
6.14,3,6.5,1,5.6,6.2,1,52.8,61.8,0
5.52,1,6.4,0,2.9,3.6,1,40.9,45.0,0
7.11,5,6.3,0,6.9,6.4,2,71.9,60.9,1
5.89,1,3.0,0,4.7,3.9,2,42.5,35.0,1
7.7,3,6.8,1,7.1,7.1,3,73.9,67.0,0
6.73,4,6.7,1,7.4,7.6,2,64.8,70.1,0
7.18,4,5.6,1,7.6,5.9,1,65.2,57.9,1
6.35,3,6.1,0,6.8,5.5,1,66.8,56.1,1
6.29,2,6.1,0,3.8,4.4,1,54.3,52.2,0
4.73,1,5.4,0,3.9,3.0,0,49.2,46.0,0
5.89,0,6.4,1,3.4,2.9,1,57.7,57.8,0
6.0,2,7.0,0,6.2,6.6,1,56.4,60.7,0
7.06,2,5.5,1,6.7,6.8,0,68.8,59.4,1
5.7,2,7.0,0,7.2,6.3,1,53.3,63.6,0
6.64,2,6.4,0,4.9,4.1,2,54.0,54.2,0
7.18,6,6.8,1,7.3,7.3,2,64.4,71.0,1
7.81,1,6.6,0,4.9,5.6,0,77.5,68.1,1
6.8,1,7.1,0,4.5,4.2,2,74.5,56.8,0
7.41,2,5.0,0,7.0,5.4,4,66.2,68.9,1
7.41,2,5.9,0,7.1,7.0,3,77.5,57.2,1
8.37,2,5.7,0,4.0,4.6,2,91.5,51.2,1
5.56,1,5.2,0,5.7,5.1,1,48.6,66.7,0
7.74,3,7.1,1,7.1,7.0,1,70.5,65.6,1
6.98,5,7.8,1,7.9,7.3,2,73.4,58.3,1
6.62,2,5.3,0,7.3,8.0,1,70.4,55.5,1
6.61,4,4.4,1,4.4,4.3,3,64.2,63.6,0
7.14,3,6.7,0,5.9,5.9,0,71.5,58.6,1
7.78,2,6.8,0,7.0,7.0,2,82.4,66.8,1
6.0,0,6.5,0,4.7,4.7,1,50.2,65.3,0
7.01,1,5.0,0,5.1,6.2,1,75.4,57.2,1
7.08,3,6.2,1,6.7,6.8,1,68.1,75.0,1
7.18,2,6.3,0,7.2,5.8,1,72.2,65.4,1
8.09,6,6.2,1,7.7,8.6,3,77.0,65.7,1
7.48,5,8.3,1,9.1,7.8,4,84.0,73.8,1
6.11,3,4.9,0,6.6,6.5,3,52.3,69.3,0
7.02,1,5.9,1,5.7,5.3,1,70.1,60.4,1
7.9,5,6.2,1,8.0,7.3,2,87.4,74.3,1
6.6,4,5.6,1,5.8,7.3,0,54.0,53.8,1
7.16,3,5.1,0,6.9,5.8,1,65.0,54.3,1
5.32,0,4.8,0,5.7,4.3,0,59.9,50.9,0
7.29,2,6.1,0,6.3,6.0,2,74.8,66.3,1
5.56,4,6.5,0,5.3,5.0,2,59.0,51.1,0
5.53,4,6.3,0,4.9,3.6,2,41.0,44.8,0
6.77,4,6.9,0,7.4,7.0,3,56.1,64.1,1
6.8,3,4.8,1,5.7,4.7,2,54.2,52.1,1
8.79,3,6.5,1,7.1,4.8,3,87.4,65.8,1
7.27,2,5.0,0,5.1,4.2,1,60.6,42.8,0
7.23,3,4.1,0,6.5,8.3,3,77.2,46.0,1
7.02,1,7.8,0,3.8,3.9,2,61.4,50.5,0
8.52,4,8.2,0,6.7,6.0,1,83.3,80.1,1
7.53,4,7.3,1,6.3,6.4,4,71.9,72.0,1
7.81,2,6.5,0,6.8,6.3,1,73.2,51.1,1
6.79,1,5.0,1,5.6,6.1,1,54.5,47.1,0
5.91,0,6.6,0,3.3,4.0,2,48.6,64.3,0
8.7,6,6.7,1,8.9,8.1,3,88.6,69.2,1
8.96,5,7.3,1,8.9,8.5,3,92.0,87.1,1
6.11,4,5.7,0,5.5,5.3,2,56.3,54.7,0
6.81,1,6.7,0,6.4,5.6,1,55.5,60.5,0
6.19,1,4.8,0,5.4,5.0,0,59.5,43.5,0
6.62,2,5.8,0,6.3,5.9,1,72.6,62.5,1
8.16,4,6.3,1,7.8,8.0,2,92.4,57.2,1
5.55,0,4.5,0,2.5,2.5,0,43.1,46.2,0
7.33,2,5.4,0,6.7,6.8,1,67.7,52.6,1
6.06,1,6.4,0,3.7,4.2,2,50.9,51.0,0
5.84,3,7.0,0,5.1,5.4,2,52.8,55.8,0
7.24,5,6.6,0,8.4,8.4,3,74.4,61.8,1
7.73,4,6.3,1,7.2,7.8,3,77.7,61.6,0
7.12,1,6.4,0,6.5,4.9,2,75.7,56.2,1
7.12,5,6.5,1,8.3,6.9,2,63.4,63.6,1
7.0,3,6.3,0,6.7,7.2,0,67.9,60.1,1
6.66,2,7.0,0,5.0,5.1,2,56.1,67.8,0
6.44,5,3.9,0,7.7,6.8,1,65.4,36.1,0
7.27,4,6.6,0,7.0,6.2,1,72.2,64.7,1
6.5,4,6.2,0,7.3,8.0,2,61.4,64.2,1
7.6,3,7.6,1,7.9,6.0,2,87.5,68.6,1
6.37,3,8.7,0,6.1,6.1,2,69.7,93.3,1
8.87,4,7.0,1,6.7,6.2,4,87.5,60.7,1
6.27,3,6.7,1,8.4,8.4,2,68.8,66.8,1
7.47,3,5.9,0,6.0,6.3,3,71.5,61.6,1
7.72,5,6.1,0,9.2,7.7,2,69.1,66.4,1
5.5,1,5.7,0,4.7,3.8,1,45.7,42.1,0
6.51,2,4.1,0,6.6,7.8,1,67.7,46.2,1
4.89,3,6.3,0,4.2,2.5,2,35.0,55.4,0
7.44,2,6.6,0,5.8,5.2,0,69.1,60.0,0
8.22,4,7.3,1,6.3,6.3,5,78.2,74.5,1
7.87,2,5.6,0,8.0,6.6,2,86.6,59.0,1
4.98,2,6.0,0,3.7,5.1,4,45.7,40.1,0
7.08,1,5.6,0,6.5,6.0,0,77.6,57.1,1
5.94,1,6.3,0,3.5,4.4,0,51.4,60.4,0
9.48,3,6.6,1,7.8,8.0,3,100.0,63.8,1
7.1,2,5.6,0,5.4,5.6,0,54.8,51.4,0
8.74,1,7.2,0,7.9,6.5,1,95.9,81.2,1
8.37,6,8.1,0,7.5,7.0,2,88.1,68.9,1
7.96,5,8.1,0,9.2,10.0,4,86.4,78.8,1
7.07,4,6.0,0,6.4,4.8,1,70.0,61.9,1
6.77,3,3.4,0,5.8,6.1,2,71.1,47.8,0
6.55,3,6.6,0,6.8,6.0,2,54.8,68.4,1
7.89,2,6.1,0,7.5,6.8,1,67.1,60.3,0
6.4,0,5.0,0,2.9,3.5,0,51.4,52.4,0
5.95,5,6.2,0,9.0,9.5,2,73.0,74.1,1
7.17,6,8.4,1,7.2,6.2,4,79.6,80.4,1
6.29,2,5.5,0,3.2,2.9,2,47.7,48.0,0
6.43,1,6.4,0,6.0,4.9,1,48.3,51.8,0
7.14,2,6.4,0,5.7,5.2,2,72.8,57.3,1
5.55,0,5.9,0,3.4,4.3,0,52.3,46.2,0
5.63,2,7.9,0,5.3,4.5,0,45.4,71.1,0
6.92,4,7.7,1,7.1,8.1,2,69.9,70.2,1
6.41,0,3.9,0,4.8,4.0,0,43.4,35.0,0
6.62,2,7.0,0,5.5,6.7,2,56.2,66.8,1
6.62,2,5.3,1,7.0,7.0,3,69.5,61.6,1
7.66,2,7.8,1,8.9,6.9,3,75.0,87.9,1
7.44,5,7.8,1,8.1,8.1,2,81.5,73.7,1
7.3,2,7.4,0,6.2,5.8,2,68.6,71.3,1
7.72,3,7.8,1,6.9,6.9,1,69.2,69.1,1
7.44,2,7.1,0,6.5,5.5,1,78.2,85.0,1
5.9,1,6.0,0,6.2,5.5,0,55.5,61.7,0
7.8,3,6.0,0,7.4,7.4,1,67.2,61.1,1
7.88,0,4.7,0,6.4,4.2,0,68.3,43.4,0
6.18,2,5.7,0,8.0,6.2,1,56.9,71.0,1
8.36,4,6.6,0,5.3,6.2,2,77.9,52.8,1
5.7,2,5.5,0,5.3,5.3,2,45.3,54.0,0
8.43,3,6.9,1,8.6,8.0,1,83.5,78.4,1
7.54,5,5.8,1,7.4,6.1,2,68.5,60.8,1
7.27,4,8.2,0,5.5,5.8,2,68.6,55.6,1
7.39,4,5.4,1,5.9,6.2,2,77.2,63.0,1
5.82,1,6.1,0,4.3,4.6,2,47.1,53.1,0
7.18,1,5.8,0,5.7,5.3,1,67.3,54.7,0
7.22,1,6.9,0,5.8,5.5,2,67.7,58.7,1
7.14,4,5.2,0,6.9,7.5,3,71.9,43.2,1
6.81,0,5.0,0,5.2,4.7,0,55.0,50.4,0
7.89,2,6.3,0,6.9,7.8,2,71.9,58.9,1
6.37,3,6.1,0,6.0,4.9,3,60.4,48.2,0
8.96,3,7.6,0,7.1,5.8,2,97.1,76.8,1
6.53,3,5.8,0,5.0,4.9,2,56.2,65.8,0
8.65,6,8.2,1,7.3,6.8,4,95.6,79.6,1
7.14,3,8.7,1,5.4,4.9,2,73.1,71.8,0
6.59,6,6.5,0,8.0,7.2,4,60.8,64.6,1
